edo,estado,mun,municipio,par,parroquia,n centro,centro,Dirección del Centro de Votación,mesa,chavez,arias,claudio,ELECTORES INSCRITOS,VOTOS ESCRUTADOS,VOTOS NULOS,¿mesa_automatizada?,envio_ddhhmm,¿centro_activo?,Enlace Esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1190,U EDUC BASC 1RO DE MAYO,BARRIO PRIMERO DE MAYO EL CEMENTERIO,1,655,99,27,1750,809,21,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1191,JARDIN DE INFANCIA ARMANDO REVERON,BRR 1RO DE MAYO F PROVIDENCIA EL CEMENTERIO,1,510,90,27,1299,643,10,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1194,JARDIN DE INFANCIA IMAUCITO,6TA TRANSVERSAL LOS CASTAOS EL CEMENTERIO,1,195,75,19,610,295,4,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1200,ESC BASC PRUDENCIO DIEZ,FINAL AV BOGOTA EL CEMENTERIO,1,494,216,24,1586,769,27,1,302150,0,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1201,MODULO DE SERV.LOS SIN TECHO,FINAL AV BOGOTA BRR LOS SIN TECHOS EL CEMENTERIO,1,57,17,4,152,82,1,0,31057,0,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1210,E B NAC BOGOTA,FINAL AV BOGOTA EL CEMENTERIO CARACAS,1,492,137,41,1362,693,18,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1212,COLEGIO GUAICAIPURO,CLL LOS ALPES EL CEMENTERIO,1,814,149,41,2035,1055,45,1,301840,1,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1262,U EDUC COLEGIO SANTA ANA,PROLONGACION ZULUAGA NO 12,1,334,127,28,772,507,10,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1290,ESC BASICA PAULO VI,COTA 905 BRR.TURIAMO EL PARAISO CARACAS.,1,703,156,66,2003,956,23,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1320,COL NTRA SRA DEL PILAR,STA ROSALIA A CANDILITO NO 144,1,379,365,36,1573,807,23,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1320,COL NTRA SRA DEL PILAR,STA ROSALIA A CANDILITO NO 144,2,285,241,26,1040,562,8,1,301810,1,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,1341,UNID EDUC PRIV COL STA CECILIA,VIENTO A MUERTO NO 183,1,325,178,12,457,265,0,0,31056,1,esdata
1,Dtto. Capital,1,LIBERTADOR,8,SANTA ROSALIA,2955,DISP CIPRIANO YERENA,FINAL CLL SAN ANTONIO EL TOPITO,1,278,86,20,1020,392,6,1,301900,0,esdata
1,Dtto. Capital,1,LIBERTADOR,9,SANTA TERESA,1310,COLEGIO MONSEOR CASTRO,HOSPITAL A CARCEL NO 84,1,574,512,51,2150,1164,23,1,301900,1,esdata
1,Dtto. Capital,1,LIBERTADOR,9,SANTA TERESA,1322,INST NVA ESPARTA,REDUCTO A GLORIETA,1,560,490,44,2102,1120,20,1,302159,1,esdata
1,Dtto. Capital,1,LIBERTADOR,9,SANTA TERESA,1323,LICEO TERESA CARRENO,CARCEL A MONZON FTE.PLAZA CONCORDIA,1,411,365,42,1717,845,23,1,301830,1,esdata
1,Dtto. Capital,1,LIBERTADOR,9,SANTA TERESA,1323,LICEO TERESA CARRENO,CARCEL A MONZON FTE.PLAZA CONCORDIA,2,292,213,23,1100,533,4,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,9,SANTA TERESA,1330,G ESCOLAR FRANCISCO PIMENTEL,ESQ.DE MAMEY AV.NORTE SUR CARACAS,1,507,475,47,1922,1068,35,1,301950,1,esdata
1,Dtto. Capital,1,LIBERTADOR,9,SANTA TERESA,1330,G ESCOLAR FRANCISCO PIMENTEL,ESQ.DE MAMEY AV.NORTE SUR CARACAS,2,468,476,41,1838,1018,24,1,301940,1,esdata
1,Dtto. Capital,1,LIBERTADOR,9,SANTA TERESA,1330,G ESCOLAR FRANCISCO PIMENTEL,ESQ.DE MAMEY AV.NORTE SUR CARACAS,3,484,458,46,1857,1013,23,1,302150,1,esdata
1,Dtto. Capital,1,LIBERTADOR,9,SANTA TERESA,1331,CREACION PALMITA,PIEDRAS A PALMITA,1,417,333,57,1330,818,8,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,9,SANTA TERESA,1340,COLEGIO NUESTRA SE/ORA DE LOURDES,ESQ LAS PIEDRAS NO 118 CARACAS,1,426,435,52,1651,936,15,1,301820,1,esdata
1,Dtto. Capital,1,LIBERTADOR,9,SANTA TERESA,1340,COLEGIO NUESTRA SE/ORA DE LOURDES,ESQ LAS PIEDRAS NO 118 CARACAS,2,302,294,38,1080,644,8,1,301820,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4500,ESCUELA B√ÅSICA NACIONAL BICENTENARIO SIM√ìN BOL√çVAR,AVENIDA LIBERTADOR BARRIO EL CHAPARRAL SIN NUMERO,1,642,443,21,2143,1136,21,1,310131,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4500,ESCUELA B√ÅSICA NACIONAL BICENTENARIO SIM√ìN BOL√çVAR,AVENIDA LIBERTADOR BARRIO EL CHAPARRAL SIN NUMERO,2,414,322,17,1398,797,37,1,301911,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4510,ESCUELA B√ÅSICA NACIONAL FRAY NICOL√ÅS DE ODENA,CALLE COLOMBIA SIN NUMERO BARRIO EL CHAPARRAL,1,516,254,8,1444,808,25,1,301821,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4510,ESCUELA B√ÅSICA NACIONAL FRAY NICOL√ÅS DE ODENA,CALLE COLOMBIA SIN NUMERO BARRIO EL CHAPARRAL,2,511,287,13,1430,849,26,1,301831,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4510,ESCUELA B√ÅSICA NACIONAL FRAY NICOL√ÅS DE ODENA,CALLE COLOMBIA SIN NUMERO BARRIO EL CHAPARRAL,3,563,295,18,1543,903,21,1,301831,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4520,UNIDAD EDUCATIVA  LIBERTADOR SIM√ìN BOL√çVAR,CALLE URPIN NUMERO 19 FRENTE PLAZA BOL√çVAR BARRIO EL CHAPARRAL,1,560,388,23,1665,1002,24,1,301841,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4520,UNIDAD EDUCATIVA  LIBERTADOR SIM√ìN BOL√çVAR,CALLE URPIN NUMERO 19 FRENTE PLAZA BOL√çVAR BARRIO EL CHAPARRAL,2,597,349,19,1644,999,19,1,301851,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4520,UNIDAD EDUCATIVA  LIBERTADOR SIM√ìN BOL√çVAR,CALLE URPIN NUMERO 19 FRENTE PLAZA BOL√çVAR BARRIO EL CHAPARRAL,3,570,393,17,1687,1013,20,1,301841,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4530,ESCUELA  B√ÅSICA  23 DE ENERO,CALLE 17 DE DICIEMBRE CRUCE CON CALLE VARGAS SECTOR 23 DE ENERO ANACO,1,825,367,19,2369,1269,52,1,302021,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4530,ESCUELA  B√ÅSICA  23 DE ENERO,CALLE 17 DE DICIEMBRE CRUCE CON CALLE VARGAS SECTOR 23 DE ENERO ANACO,2,591,271,12,1559,915,31,1,301931,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4531,ESCUELA B√ÅSICA ARTESANAL URBANA ANACO,CALLE VARGAS AL FINAL BARRIO 23 DE ENERO ANACO,1,851,277,16,2497,1203,48,1,302111,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4531,ESCUELA B√ÅSICA ARTESANAL URBANA ANACO,CALLE VARGAS AL FINAL BARRIO 23 DE ENERO ANACO,2,599,219,11,1701,869,32,1,302041,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4540,UNIDAD EDUCATIVA NARCISO FRAGACHAN,AVENIDA  MIRANDA AL FINAL,1,621,278,17,1713,954,33,1,301831,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4540,UNIDAD EDUCATIVA NARCISO FRAGACHAN,AVENIDA  MIRANDA AL FINAL,2,385,182,13,1117,619,31,1,301821,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4550,ESCUELA  B√ÅSICA MERCEDES DE P√âREZ FREITES,FINAL AVENIDA BOL√çVAR CON AVENIDA BOYAC√Å  ENTRADA A CAMPO SUR,1,666,426,20,2029,1135,18,1,302011,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4550,ESCUELA  B√ÅSICA MERCEDES DE P√âREZ FREITES,FINAL AVENIDA BOL√çVAR CON AVENIDA BOYAC√Å  ENTRADA A CAMPO SUR,2,448,304,15,1446,799,28,1,310251,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4560,UNIDAD EDUCATIVA DOCTOR AGUST√çN RAFAEL HERN√ÅNDEZ,CALLE FREITES CRUCE CON CALLE VENEZUELA,1,692,470,10,2142,1200,24,1,301851,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4570,UNIDAD  EDUCATIVA  ANACO PDVSA,URBANIZACI√ìN CAMPO SUR AVENIDA NUMERO 3 FRENTE A LA PLAZA JOS√â,1,422,576,19,1584,1031,8,1,301911,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4570,UNIDAD  EDUCATIVA  ANACO PDVSA,URBANIZACI√ìN CAMPO SUR AVENIDA NUMERO 3 FRENTE A LA PLAZA JOS√â,2,335,399,15,1141,764,11,1,301901,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4580,ESCUELA  RURAL B  KIL√ìMETRO 5,CALLE PRINCIPAL SECTOR KILOMETRO 5,1,601,223,9,1552,875,35,1,302251,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4600,ESCUELA  B√ÅSICA  PEDRO  HERRERA,CALLE JUN√çN AL FINAL  CRUCE CON CALLE TRUJILLO,1,565,294,18,1526,912,27,1,301821,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4600,ESCUELA  B√ÅSICA  PEDRO  HERRERA,CALLE JUN√çN AL FINAL  CRUCE CON CALLE TRUJILLO,2,390,202,9,1000,624,17,1,301821,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4610,UNIDAD EDUCATIVA DOCTOR CRUZ DEL VALLE RODR√çGUEZ,CALLE PRIMERO DE MAYO AL FINAL,1,589,259,10,1580,890,26,1,301821,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4610,UNIDAD EDUCATIVA DOCTOR CRUZ DEL VALLE RODR√çGUEZ,CALLE PRIMERO DE MAYO AL FINAL,2,404,180,12,1011,618,17,1,301821,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4620,UNIDAD EDUCATIVA  VIENTO FRESCO,CALLE BERM√öDEZ SIN NUMERO VIENTO FRESCO ANACO,1,764,265,8,1942,1081,33,1,301841,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4620,UNIDAD EDUCATIVA  VIENTO FRESCO,CALLE BERM√öDEZ SIN NUMERO VIENTO FRESCO ANACO,2,514,201,7,1273,752,26,1,302331,1,esdata
2,Anzo√°tegui,1,ANACO,1,ANACO,4630,UNIDAD EDUCATIVA JOS√â ANTONIO ANZO√ÅTEGUI,CALLE PRINCIPAL SIN NUMERO  BARRIO CAUCAGUITA ANACO,1,413,170,1,519,325,31,0,31537,1,esdata
2,Anzo√°tegui,1,ANACO,2,SAN JOAQUIN,4640,UNIDAD EDUCATIVA  PEDRO ANTONIO MEDINA,CALLE DIEGO  JIM√âNEZ SALAZAR NUMERO 17 - 02 SAN JOAQU√çN,1,395,498,11,1576,934,28,1,301821,1,esdata
2,Anzo√°tegui,1,ANACO,2,SAN JOAQUIN,4641,UNIDAD EDUCATIVA DIEGO JIM√âNEZ SALAZAR,CALLE FREITES SIN NUMERO BUENA VISTA,1,372,89,6,894,495,24,1,301811,1,esdata
2,Anzo√°tegui,1,ANACO,2,SAN JOAQUIN,4650,ESCUELA UNITARIA PARCELAMIENTO NUMERO 192,CASERIO EL PARCELAMIENTO SAN JOAQUIN,1,72,56,1,278,146,17,0,31521,1,esdata
2,Anzo√°tegui,10,MONAGAS,1,CM. MAPIRE,6210,GRUPO ESCOLAR DOCTOR RAFAEL VEL√ÅSQUEZ M√ÅRQUEZ,CALLE MADARIAGA SIN NUMERO MAPIRE,1,313,376,3,1265,805,105,1,302011,1,esdata
2,Anzo√°tegui,10,MONAGAS,1,CM. MAPIRE,6211,CICLO BASICO RICARDO ALFONZO ROJAS,CALLE GONZ√ÅLEZ BARRIO BUENOS AIRES MAPIRE,1,189,200,2,659,423,32,0,31406,1,esdata
2,Anzo√°tegui,10,MONAGAS,1,CM. MAPIRE,6220,ESCUELA LA CALCETA,CASER√çO LA CALCETA CALLE PRINCIPAL,1,111,32,0,222,159,16,0,31544,1,esdata
2,Anzo√°tegui,10,MONAGAS,2,PIAR,6230,ESCUELA ESTADAL CONCENTRADA NUMERO 81-82-189,SANTA CRUZ DE ORINOCO CALLE PRINCIPAL,1,290,107,3,751,459,45,1,301841,1,esdata
2,Anzo√°tegui,10,MONAGAS,2,PIAR,6240,ESCUELA ESTADAL SIN NUMERO,CASER√çO GUAYCULPA CALLE PRINCIPAL,1,17,8,0,83,32,6,0,31542,1,esdata
2,Anzo√°tegui,10,MONAGAS,3,SN DIEGO DE CABR,6250,ESCUELA NACIONAL CONCENTRADA NUMERO 16-190-27,CALLE ANTONIO PINTO SALINAS SAN DIEGO DE CABRUTICAS,1,356,173,4,1150,603,66,1,301821,1,esdata
2,Anzo√°tegui,10,MONAGAS,3,SN DIEGO DE CABR,6260,ESCUELA ESTADAL UNITARIA NUMERO 246,CASER√çO ARIBI CALLE PRINCIPAL,1,98,66,0,490,204,40,0,31404,1,esdata
2,Anzo√°tegui,10,MONAGAS,4,SANTA CLARA,6290,ESCUELA CONCENTRADA NUMERO 88-215-4 SIN NUMERO,CALLE PRINCIPAL CASER√çO SANTA CLARA,1,561,212,6,1352,893,99,1,302031,1,esdata
2,Anzo√°tegui,10,MONAGAS,4,SANTA CLARA,6300,ESCUELA UNITARIA NUMERO 229,CASER√çO EL GUASEY CALLE PRINCIPAL,1,99,58,1,299,192,34,0,31407,1,esdata
2,Anzo√°tegui,10,MONAGAS,5,UVERITO,6310,GRUPO ESCOLAR ROMULO GALLEGOS,CALLE BOL√çVAR UVERITOS,1,623,319,14,1513,1109,144,1,301951,1,esdata
2,Anzo√°tegui,10,MONAGAS,6,ZUATA,6320,GRUPO ESCOLAR DOCTOR PI√ì CEBALLOS,CALLE PARIAGUAN ZUATA,1,431,213,8,1239,722,67,1,301831,1,esdata
2,Anzo√°tegui,10,MONAGAS,6,ZUATA,6340,ESCUELA UNITARIA LA MUCHACHA,CASER√çO EL CARUTO CALLE PRINCIPAL,1,26,32,0,168,68,10,0,31538,1,esdata
2,Anzo√°tegui,11,PE√ëALVER,1,CM. PUERTO PIRITU,6380,UNIDAD EDUCATIVA CAYAURIMA,CALLE LA PLANTA PUERTO PIRITU,1,507,646,15,2186,1210,32,1,302251,1,esdata
2,Anzo√°tegui,11,PE√ëALVER,1,CM. PUERTO PIRITU,6380,UNIDAD EDUCATIVA CAYAURIMA,CALLE LA PLANTA PUERTO PIRITU,2,547,606,14,2109,1232,49,1,302231,1,esdata
2,Anzo√°tegui,11,PE√ëALVER,1,CM. PUERTO PIRITU,6380,UNIDAD EDUCATIVA CAYAURIMA,CALLE LA PLANTA PUERTO PIRITU,3,524,594,16,2191,1193,51,1,302231,1,esdata
2,Anzo√°tegui,11,PE√ëALVER,1,CM. PUERTO PIRITU,6390,ESCUELA NACIONAL CONCENTRADA NUMERO 59 SIN NUMERO,CASER√çO PACHAQUITO CALLE PRINCIPAL,1,159,150,0,608,336,19,1,301821,1,esdata
2,Anzo√°tegui,11,PE√ëALVER,1,CM. PUERTO PIRITU,6471,ESCUELA B√ÅSICA EZEQUIEL ZAMORA,CALLE PRINCIPAL BARRIO CAMPO LINDO II,1,376,371,11,1264,786,23,1,302341,1,esdata
2,Anzo√°tegui,11,PE√ëALVER,2,SAN MIGUEL,6450,ESCUELA B√ÅSICA DIEGO ARREAZA MONAGAS,CALLE CHUPARIN SIN NUMERO SAN MIGUEL,1,508,702,8,1964,1290,48,1,301841,1,esdata
2,Anzo√°tegui,11,PE√ëALVER,3,SUCRE,6460,UNIDAD EDUCATIVA PI√ì CEBALLOS,EL HATILLO CALLE PRINCIPAL,1,394,395,4,1313,827,29,1,301841,1,esdata
2,Anzo√°tegui,11,PE√ëALVER,3,SUCRE,6470,ESCUELA CONCENTRADA 592,CASER√çO AGUAS CALIENTE CALLE PRINCIPAL,1,101,47,0,245,158,9,0,31410,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6480,GRUPO ESCOLAR DOCTOR RAFAEL  FERN√ÅNDEZ PADILLA,CALLE NEGRO PRIMERO BARRIO LA CHARNECA EL TIGRE,1,686,237,20,1863,985,23,1,301821,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6480,GRUPO ESCOLAR DOCTOR RAFAEL  FERN√ÅNDEZ PADILLA,CALLE NEGRO PRIMERO BARRIO LA CHARNECA EL TIGRE,2,430,163,9,1147,632,20,1,302131,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6481,LICEO BRICE√ëO M√âNDEZ,FINAL AVENIDA 23 DE ENERO EL TIGRE,1,356,197,12,978,581,13,1,301831,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6490,ESCUELA NACIONAL JOSE ANTONIO ANZOATEGUI,AVENIDA ANZO√ÅTEGUI CON CALLE PUERTO SALINA EL TIGRE,1,666,224,11,2035,933,20,1,301931,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6490,ESCUELA NACIONAL JOSE ANTONIO ANZOATEGUI,AVENIDA ANZO√ÅTEGUI CON CALLE PUERTO SALINA EL TIGRE,2,486,174,6,1363,697,21,1,301841,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6500,GRUPO ESCOLAR PEDRO HERNANDEZ PARES,BARRIO PEDRO HERN√ÅNDEZ P√âREZ CARRETERA FLINT,1,485,183,10,1503,713,27,1,301821,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6500,GRUPO ESCOLAR PEDRO HERNANDEZ PARES,BARRIO PEDRO HERN√ÅNDEZ P√âREZ CARRETERA FLINT,2,353,118,5,987,491,11,1,301811,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6510,ACADEMIA VIRGEN DEL VALLE,CALLE SUCRE FRENTE A LA IGLESIA. EL TIGRE,1,440,239,12,1488,721,21,1,301821,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6520,ESCUELA NACIONAL FELIPE WALKER,"CALLE VENEZUELA, BARRIO PUEBLO AJURO",1,687,227,8,2051,962,32,1,302211,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6520,ESCUELA NACIONAL FELIPE WALKER,"CALLE VENEZUELA, BARRIO PUEBLO AJURO",2,450,161,5,1352,659,36,1,301821,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6530,ESCUELA NACIONAL LA FLORIDA,CALLE BRISAS DEL CARIS,1,775,209,11,2382,1047,45,1,310351,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6540,ESCUELA MENEVEN,CALLE PRINCIPAL URBANIZACI√ìN CAMPO OFICINA. EL TIGRE,1,298,178,9,848,508,16,1,301821,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6550,GRUPO ESCOLAR SIMON RODRIGUEZ,PUEBLO NUEVO NORTE TERCERA CARRERA EL TIGRE,1,602,369,26,1988,1039,25,1,301831,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6550,GRUPO ESCOLAR SIMON RODRIGUEZ,PUEBLO NUEVO NORTE TERCERA CARRERA EL TIGRE,2,426,278,18,1393,742,14,1,301831,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6551,ANCIANATO LA MONTONERA,TERCERA CALLE SUR NUMERO 109 EL TIGRE,1,43,28,1,162,75,3,0,31553,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6560,UNIDAD EDUCATIVA MANUEL CARLOS PIAR,CUARTA CARRERA NORTE EL TIGRE,1,542,361,14,1797,956,29,1,301821,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6562,CICLO BASICO JUAN PABLO ROJAS PAUL,AVENIDA PE√ëALVER FRENTE AL HOSPITAL EL TIGRE,1,751,356,21,2064,1172,23,1,301821,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6562,CICLO BASICO JUAN PABLO ROJAS PAUL,AVENIDA PE√ëALVER FRENTE AL HOSPITAL EL TIGRE,2,439,258,15,1322,744,22,1,310041,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6563,GRUPO ESCOLAR DIEGO BAUTISTA URBANEJA,AVENIDA PE√ëALVER EL TIGRE,1,595,231,11,1858,877,30,1,310211,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6564,ESCUELA B√ÅSICA  ESTADAL MENCA DE LEONI,VEREDA 7 CRUCE CON 5 INAVI,1,510,200,18,1363,755,20,1,301811,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6565,COLEGIO KALIL GIBRAN,CALLE CARACAS PARCELA M-8 URBANIZACI√ìN RAHAME EL TIGRE,1,305,479,9,1186,805,8,1,301821,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6580,UNIDAD EDUCATIVA SANTELIZ PE√ëA,PUEBLO NUEVO SUR CUARTA CARRERA SUR EL TIGRE,1,848,423,24,2361,1338,36,1,301911,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6580,UNIDAD EDUCATIVA SANTELIZ PE√ëA,PUEBLO NUEVO SUR CUARTA CARRERA SUR EL TIGRE,2,628,263,20,1590,940,21,1,301931,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6581,GRUPO ESCOLAR RIGOBERTO PARACO,CALLE 19 PUEBLO NUEVO SUR,1,507,356,11,1768,906,21,1,301931,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6582,CENTRO PREESCOLAR ANDRES BELLO,CALLE 7 SUR LA ESPERANZA,1,310,122,7,858,454,11,1,301851,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6590,LICEO JOSE RAFAEL REVENGA,AVENIDA WISTON CHURCHILL BARRIO PUEBLO NUEVO SUR,1,758,538,29,2422,1378,40,1,302001,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6600,COLEGIO SAN ANTONIO,BARRIO PUEBLO NUEVO SUR EL TIGRE,1,734,545,18,2466,1321,17,1,310141,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6620,GRUPO ESCOLAR ESTADO TRUJILLO,AVENIDA 5 SIN NUMERO EL TIGRE,1,717,332,12,1903,1109,34,1,301901,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6620,GRUPO ESCOLAR ESTADO TRUJILLO,AVENIDA 5 SIN NUMERO EL TIGRE,2,705,290,12,1917,1040,22,1,310151,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6620,GRUPO ESCOLAR ESTADO TRUJILLO,AVENIDA 5 SIN NUMERO EL TIGRE,3,718,342,11,2078,1104,24,1,310141,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6630,INSTITUTO ALBERTO CARNEVALLI,OCTAVA CARRERA SUR SIN NUMERO EL TIGRE,1,475,224,10,1356,738,19,1,301841,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6630,INSTITUTO ALBERTO CARNEVALLI,OCTAVA CARRERA SUR SIN NUMERO EL TIGRE,2,438,240,12,1328,715,18,1,310011,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6630,INSTITUTO ALBERTO CARNEVALLI,OCTAVA CARRERA SUR SIN NUMERO EL TIGRE,3,461,264,8,1393,756,14,1,301831,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6640,COLEGIO DIVINO MAESTRO,CALLE BOL√çVAR EL TIGRE,1,569,269,21,1761,890,24,1,301831,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6640,COLEGIO DIVINO MAESTRO,CALLE BOL√çVAR EL TIGRE,2,352,210,12,1171,592,12,1,301811,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6650,ESCUELA ESTADAL UNITARIA NUMERO 104,CASER√çO EL CARIS CALLE PRINCIPAL,1,214,86,1,422,156,5,0,32224,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,6660,ESCUELA UNITARIA NUMERO 197,CASER√çO LAS PIEDRAS CALLE PRINCIPAL,1,44,10,0,191,63,7,0,81547,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,7290,ESCUELA DE MANUALIDADES MARIA ANTONIA BOL√çVAR,PUEBLO NUEVO NORTE CUARTA CARRERA EL TIGRE,1,710,347,16,2335,1127,42,1,301911,1,esdata
2,Anzo√°tegui,12,SIMON RODRIGUEZ,1,CM. EL TIGRE,7291,GRUPO ESCUELA RA√öL LEONI,QUINTA CARRERA NORTE EL TIGRE,1,760,446,35,2231,1274,22,1,301811,1,esdata
2,Anzo√°tegui,13,SOTILLO,1,POZUELOS,6780,GRUPO ESCOLAR ANIBAL DOMINICCI,CALLE PINTO SALINAS BARRIO LA CARAQUE√ëA POZUELOS,1,680,437,29,2333,1214,41,1,301831,1,esdata
2,Anzo√°tegui,13,SOTILLO,1,POZUELOS,6780,GRUPO ESCOLAR ANIBAL DOMINICCI,CALLE PINTO SALINAS BARRIO LA CARAQUE√ëA POZUELOS,2,450,281,18,1490,793,35,1,301831,1,esdata
2,Anzo√°tegui,13,SOTILLO,1,POZUELOS,6781,GRUPO ESCOLAR CUEVA DE GUANIRE,CALLE CAJIGAL SIN NUMERO BARRIO CUEVA DE GUANIRE,1,552,163,15,1531,767,29,1,302041,1,esdata
