estado,municipio,parroquia,old_centro,new_centro,address
161,MERIDA,LIBERTADOR,ANTONIO SPINETTI DINI,ESCUELA TECNICA ROBINSONIANA SIMON RODRIGUEZ,COMPLEJO EDUCATIVO EMIRO FUENMAYOR,"SECTOR LA LIRIA FRENTE  AVENIDA  LAS AMERICAS.
DERECHA CALLE UNEFA. IZQUIERDA  CALLE AMBULATORIO VENEZUELA AVENIDA LAS AMERICAS AL LADO DEL AMBULATORIO EDIFICIO"
162,MERIDA,MIRANDA,CM. TIMOTES,ESCUELA NACIONAL BOLIVARIANA LAS MESAS,UNIDAD EDUCATIVA LA VEGA,CASERÍO  LA VEGA DERECHA  CALLEJÓN  CASA DEL SEÑOR EMIRO FRANKO.  IZQUIERDA  CALLEJÓN CASA DE LA SEÑORA  ELIBERTA PIRELA. FRENTE PICA EL RIO MOTATAN CARRETERA TRANSANDINA  SECTOR LA VEGA PARTE BAJA EDIFICIO
163,MIRANDA,ACEVEDO,CAPAYA,CASA DE LA CULTURA,UNIDAD EDUCATIVA CAPAYA,"SECTOR EL TAMARINDO  FRENTE CALLE PRINCIPAL.
IZQUIERDA PICA PRESENCIA DE VEGATACION. DERECHA TROCHA PRESENCIA DE VEGATACION CASERIO CAPAYA CASA"
164,MIRANDA,BRION,TACARIGUA,BIBLIOTECA LAS CORALIAS,SALON DE COSTURA LAS CORALIA,"SECTOR LAS CORALIAS  DERECHA  CALLE PRINCIPAL.
IZQUIERDA  CALLE 2 TRASVERSAL. FRENTE CARRETERA  PRINCIPAL  BASE DE MISIONES CASA"
165,MIRANDA,BRION,TACARIGUA,COLINAS DE MANANTIAL,UNIDAD EDUCATIVA ESTADAL MATURIN,CASERÍO FUNDACION IZQUIERDA  CALLE PRINCIPAL. DERECHA  PASAJE CASA. FRENTE SENDERO FRENTE SECTOR MATURIN CALLE SAN MIGUEL CASA
166,MIRANDA,GUAICAIPURO,LOS TEQUES,UNIDAD EDUCATIVA ESTADAL OCUMARE DEL TUY,UNIDAD ESTADAL EDUCATIVA CECILIO ACOSTA 1,SECTOR LOS LAGOS DERECHA CALLE LOS LAGOS. IZQUIERDA  CALLE PRINCIPAL PARQUE LOS LAGOS. FRENTE CALLE LOS LAGOS CERCA DEL TERMINAL DE LOS TEQUES. EDIFICIO
167,MIRANDA,LANDER,OCUMARE  DEL TUY,UNIDAD EDUCATIVA NACIONAL MANUEL DE ALESON,GRUPO ESCOLAR ALBERTO SMITH,"SECTOR EL RODEO DERECHA  CALLE GALLEGOS.
FRENTE CALLE PRINCIPAL DE TOCUYITO. IZQUIERDA SENDERO CASAS A 100 METROS DEL CUERPO DE INVESTIGACIONES CIENTIFICAS PENALES  Y CRIMINALISTICAS CASA"
168,MIRANDA,PLAZA,GUARENAS,COLEGIO SAN NICOLAS DE BARI,UNIDA EDUCATIVA ESTADAL ZENOBIA VERGARA DE CHIQUITO,BARRIO VISTA HERMOSA FRENTE CALLE PRINCIPAL VISTA HERMOSA R 3 GUARENAS GALPÓN
169,MIRANDA,SUCRE,PETARE,UNIDAD EDUCATIVA INSTITUTO VENEZUELA NUEVA,COLEGIO FE Y ALEGRIA,BARRIO UNION DERECHA  CALLE LA PLANADA. IZQUIERDA  CALLE UNION. FRENTE CALLE PADRE JESUS MISA SECTOR LA PLANADA A 500 METROS DE LA IGLESIA EDIFICIO
170,MIRANDA,SUCRE,PETARE,UNIDAD EDUCATIVA COLEGIO JUAN  PABLO  II,ESCUELA JOSE MERCEDES SANTELIZ,"SECTOR CAMPO RICO DERECHA  CALLE POLVORIN.
IZQUIERDA  CALLE POLVORIN.  FRENTE CALLE POLVORIN CAMPO RICO CALLE EL POLVORIN PETARE CASA"
171,MIRANDA,SUCRE,PETARE,LICEO BOLIVARIANO LINO DE CLEMENTE,ESCUELA JOSE MERCEDES SANTELIZ,"SECTOR CAMPO RICO DERECHA CALLE POLVORIN.
IZQUIERDA  CALLE POLVORIN.  FRENTE CALLE POLVORIN CAMPO RICO CALLE EL POLVORIN PETARE CASA"
172,MIRANDA,SUCRE,PETARE,COLEGIO MADRE DEL DIVINO PASTOR,ESCUELA BASICA ARMANDO CASTILLO PLAZA,"SECTOR BUENA VISTA DERECHA CALLE SHIEFFER. IZQUIERDA CALLE BUENA VISTA. FRENTE CALLE 1
CALLE DE BUENA VISTA CVAL EDIFICIO"
173,MIRANDA,SUCRE,PETARE,UNIDAD EDUCATIVA INSTITUTO SAN LUCAS,UNIDAD EDUCATIVA MUNICIPAL LUIS CORREA,BARRIO LA CRUZ DERECHA  CALLE EL COLEGIO. IZQUIERDA  CALLE EL COLEGIO. FRENTE CALLE EL COLEGIO CALLE EL COLEGIO BARRIO LA CRUZ PETARE PANADERIA  BELLA CRUZ EDIFICIO
174,MIRANDA,SUCRE,PETARE,UNIDAD EDUCATIVA COLEGIO BERTRAND RUSSELL,UNIDAD EDUCATIVA MUNICIPAL SIMON BOLIVAR,SECTOR LAS VEGAS DE PETARE FRENTE AVENIDA PRINCIPAL DE PALO VERDE. DERECHA CALLE LOS BLOQUES DE LAS VEGAS DE PETARE. IZQUIERDA BULEVAR SIMON BOLIVAR URBANIZACION LEONCIO MARTINEZ  LAS VEGAS DE PETARE EDIFICIO
175,MIRANDA,SUCRE,PETARE,COLEGIO SAN JOSE,COLEGIO MANUEL PIAR,"URBANIZACIÓN  BUENA VISTA CALLE HATILLO QUINTA LIGA DERECHA CALLE BUENA VISTA. IZQUIERDA  CALLE HATILLO. FRENTE CALLE HATILLO CALLE SANTA ELENA , PETARE. CERCA DE LA CARTONERA. QUINTA"
176,MIRANDA,SUCRE,PETARE,INSTITUTO NACIONAL DE CAPACITACION SOCIALISTA,ESCUELA ESTADAL GRADUADA CONSUELO NAVAS TOVAR,BARRIO  EL TORRE DERECHA CALLE CARRETERA VIEJA PETARE GUARENAS  KM1. IZQUIERDA CALLE CARRETERA VIEJA PETARE GUARENAS  KM1. FRENTE CALLE CARRETERA VIEJA PETARE GUARENAS KM1 AL FRENTE DEL CALLEJON TORRES FECHAS PATRIAS EDIFICIO
177,MIRANDA,SUCRE,LEONCIO MARTINEZ,UNIDAD EDUCATIVA COLEGIO SANTA GEMA,UNIDAD EDUCATIVA NACIONAL MARTINEZ CENTENO,URBANIZACIÓN SANTA EDUVIGIS DERECHA AVENIDA PRINCIPAL. IZQUIERDA AVENIDA SANTA MARIA. FRENTE AVENIDA PRINCIPAL DE SANTA EDUVIGIS PRIMERA AVENIDA CON CALLE SANTA ANA CASA
178,MIRANDA,SUCRE,LEONCIO MARTINEZ,INSTITUTO CICLO BASICO ESTEBAN GIL BORGES,UNIDAD EDUCATIVA EXPERIMENTAL NACIONAL LUIS BELTRAN PRIETO FIGUEROA,URBANIZACIÓN  PRINCIPAL ROMULO GALLEGOS IZQUIERDA  AVENIDA PRINCIPAL DE MONTE CRISTO. FRENTE AVENIDA ROMULO GALLEGOS. DERECHA CALLE LAS PALMAS ESQUINA MONTE CRISTO EDIFICIO
179,MIRANDA,SUCRE,LEONCIO MARTINEZ,COLEGIO AMERICO VESPUCIO,COLEGIO RODRIGUEZ PAZ,URBANIZACIÓN  SEBUCAN DERECHA AVENIDA CUARTA  TRASVERSAL. IZQUIERDA AVENIDA CUARTA  TRASVERSAL DE LOS PALOS GRANDES. FRENTE AVENIDA CALLE ACUEDUCTO OCTAVA TRANSVERSAL CALLE ACUEDUCTO SEBUCAN QUINTA
180,MIRANDA,SUCRE,LEONCIO MARTINEZ,COLEGIO MARIA AUXILIADORA,UNIDAD EDUCATIVA EXPERIMENTAL NACIONAL LUIS BELTRAN PRIETO FIGUEROA,URBANIZACIÓN  PRINCIPAL ROMULO GALLEGOS IZQUIERDA  AVENIDA PRINCIPAL DE MONTE CRISTO. FRENTE AVENIDA ROMULO GALLEGOS. DERECHA CALLE LAS PALMAS ESQUINA MONTE CRISTO EDIFICIO
181,MIRANDA,SUCRE,LEONCIO MARTINEZ,COLEGIO FRANCIA,PREESCOLAR EUGENIA RABASCO,"URBANIZACIÓN LOS CHORROS DERECHA AVENIDA LOS CHORROS. IZQUIERDA AVENIDA LOS CHORROS. FRENTE AVENIDA ARISTIDES CALVANI
AVENIDA LOS CASTAÑOS  NUMERO 11, AL LADO DEL VIVERO QUINTA"
182,MIRANDA,SUCRE,LEONCIO MARTINEZ,ESCUELA TECNICA POPULAR DON BOSCO,UNIDAD EDUCATIVA NACIONAL MARTINEZ CENTENO,URBANIZACIÓN SANTA EDUVIGIS DERECHA AVENIDA PRINCIPAL. IZQUIERDA AVENIDA SANTA MARIA. FRENTE AVENIDA PRINCIPAL DE SANTA EDUVIGIS PRIMERA AVENIDA CON CALLE SANTA ANA CASA
183,MIRANDA,LOS SALIAS,SAN ANTONIO LOS ALTOS,OBRA DEL BUEN CONSEJO,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA FILOMENA ANTONIA PALMA DE CASTRO,SECTOR FIGUEROA EL PATILLAL FRENTE  CALLE EL PATILLAL. DERECHA  CARRETERA PANAMERICANA. IZQUIERDA CARRETERA PANAMARICANA PUENTE FIGUEROA EDIFICIO
184,MIRANDA,LOS SALIAS,SAN ANTONIO LOS ALTOS,UNIDAD EDUCATIVA LOS CASTORES,UNIDAD EDUCUCATIVA LAS MINAS,BARRIO LAS MINAS DERECHA  CALLE GALPON. IZQUIERDA  CALLE RESIDENCIAS. FRENTE CALLE RESIDENCIAS BARRIO LAS MINAS FRENTE A BODEGA MERCAL  Y GALPON DONDE FUNCIONA UNA CARPINTERIA EDIFICIO
185,MIRANDA,LOS SALIAS,SAN ANTONIO LOS ALTOS,"UNIDAD EDUCATIVA
PROFESOR BORIS BOSSIO VIVAS","IUT DOCTOR
FEDERICO RIVERO PALACIOS","KM. 8, CARRETERA PANAMERICANA"
186,MIRANDA,LOS SALIAS,SAN ANTONIO LOS ALTOS,UNIDAD EDUCATIVA NACIONAL MIGUEL JOSE SANZ,UNIDAD EDUCUCATIVA LAS MINAS,BARRIO LAS MINAS DERECHA  CALLE GALPON. IZQUIERDA  CALLE RESIDENCIAS. FRENTE CALLE RESIDENCIAS BARRIO LAS MINAS FRENTE A BODEGA MERCAL  Y GALPON DONDE FUNCIONA UNA CARPINTERIA EDIFICIO
187,MIRANDA,LOS SALIAS,SAN ANTONIO LOS ALTOS,UNIDAD EDUCATIVA LUIS EDUARDO EGUI,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA FILOMENA ANTONIA PALMA DE CASTRO,SECTOR FIGUEROA EL PATILLAL FRENTE  CALLE EL PATILLAL. DERECHA  CARRETERA PANAMERICANA. IZQUIERDA CARRETERA PANAMARICANA PUENTE FIGUEROA EDIFICIO
188,MIRANDA,LOS SALIAS,SAN ANTONIO LOS ALTOS,PRE-ESCOLAR TIA ALICIA POJAN,"IUT DOCTOR
FEDERICO RIVERO PALACIOS","KM. 8, CARRETERA PANAMERICANA"
189,MIRANDA,LOS SALIAS,SAN ANTONIO LOS ALTOS,"UNIDAD EDUCATIVA
NACIONAL LA ROSALEDA","IUT DOCTOR
FEDERICO RIVERO PALACIOS","KM. 8, CARRETERA PANAMERICANA"
190,MIRANDA,BARUTA,BARUTA,UNIDAD EDUCATIVA COLEGIO FRAY LUIS AMIGO,INSTITUTO UNIVERSITARIO DE NUEVAS PROFESIONES,"URBANIZACIÓN LAS MERCEDES FRENTE AVENIDA
PRINCIPAL DE LAS MERCEDES. DERECHA  CALLE NUEVA YORK. IZQUIERDA  CALLE ORINOCO DIAGONAL  AL CENTRO COMERCIAL EL TOLON EDIFICIO"
191,MIRANDA,BARUTA,BARUTA,CENTRO VENEZOLANO AMERICANO,COLEGIO MATER SALVATORI,URBANIZACIÓN LAS MERCEDES DERECHA  AVENIDA CERRO QUINTERO. IZQUIERDA  CALLE BARUTA. FRENTE CARRETERA JALISCO FRENTE AL SUPERMERCADO BICENTENARIO EDIFICIO
M,MIRANDA,BARUTA,BARUTA,UNIDAD EDUCATIVA CENTRO DE EDUCACION ACTIVA MARIA MONTESSORI,COLEGIO DE MEDICOS DEL DISTRITO METROPOLITANO DE CARACAS,URBANIZACIÓN SANTA FE NORTE DERECHA AVENIDA JOSE MARIA VARGAS. IZQUIERDA AVENIDA JOSE MARIA VARGAS. FRENTE AVENIDA JOSE MARIA VARGAS AL LADO DE LAS RESIDENCIAS SANTA FE SUITE GARDEN  EDIFICIO
193,MIRANDA,BARUTA,BARUTA,UNIDAD EDUCATIVA NUESTRA  SEÑORA  DEL ROSARIO,ESCUELA BASICA NACIONAL HERMANAS MARIA LORENZA,URBANIZACIÓN  LA TRINIDAD DERECHA CALLE SOCUY. IZQUIERDA  CALLE SUCUY. FRENTE CALLE ARENAL CALLE DEL ARENAL CRUCE  CON CALLE SOCUY URBANIZACION  LA TRINIDAD CASA
194,MIRANDA,BARUTA,BARUTA,UNIDAD EDUCATIVA COLEGIO LA CONCEPCION,ESCUELA BASICA NACIONAL HERMANAS MARIA LORENZA,URBANIZACIÓN  LA TRINIDAD DERECHA CALLE SOCUY. IZQUIERDA  CALLE SUCUY. FRENTE CALLE ARENAL CALLE DEL ARENAL CRUCE  CON CALLE SOCUY URBANIZACION  LA TRINIDAD CASA
195,MIRANDA,BARUTA,BARUTA,PRE-ESCOLAR NUESTRA SEÑORA DEL ROSARIO,UNIDAD EDUCATIVA NACIONAL SOROCAIMA,URBANIZACIÓN  CHARALLAVITO DERECHA AVENIDA SAN SEBASTIAN. IZQUIERDA AVENIDA SAN SEBASTIAN. FRENTE CALLE FINAL CALLE ARAURE CALLE ARAURE URBANIZACION CHARAVALLITO BARUTA EDIFICIO
196,MIRANDA,BARUTA,BARUTA,UNIVERSIDAD SIMON BOLIVAR,CENTRO DE EDUCACION INICIAL MUNICIPAL EL CARMEN,BARRIO OJO DE AGUA BARUTA DERECHA  VEREDA LOS ESTUDIANTES. IZQUIERDA  VEREDA LOS ESTUDIANTES. FRENTE VEREDA LOS ESTUDIANTES IGLESIA LA CAPILLA CASA
197,MIRANDA,BARUTA,EL CAFETAL,UNIDAD EDUCATIVA COLEGIO CHAMPAGNAT ASOCIACION CIVIL V.E.A.S.,CAMARA DE INDUSTRIALES DEL ESTADO BOLIVARIANO DE MIRANDA,URBANIZACIÓN CHUAO DERECHA AVENIDA CHUAO. IZQUIERDA AVENIDA CHUAO. FRENTE AVENIDA ARAURE AVENIDA PRINCIPAL DEL CAFETAL EDIFICIO
198,MIRANDA,BARUTA,EL CAFETAL,CENTRO ESCOLAR AULA NUEVA,CAMARA DE INDUSTRIALES DEL ESTADO BOLIVARIANO DE MIRANDA,URBANIZACIÓN CHUAO DERECHA AVENIDA CHUAO. IZQUIERDA AVENIDA CHUAO. FRENTE AVENIDA ARAURE AVENIDA PRINCIPAL DEL CAFETAL EDIFICIO
199,MIRANDA,BARUTA,EL CAFETAL,UNIDAD EDUCATIVA COLEGIO SAN LUIS DE CARACAS,CAMARA DE INDUSTRIALES DEL ESTADO BOLIVARIANO DE MIRANDA,URBANIZACIÓN CHUAO DERECHA AVENIDA CHUAO. IZQUIERDA AVENIDA CHUAO. FRENTE AVENIDA ARAURE AVENIDA PRINCIPAL DEL CAFETAL EDIFICIO
200,MIRANDA,BARUTA,EL CAFETAL,ESCUELA NACIONAL JESUS MARIA ALFARO ZAMORA,CENTRO INFANTIL AMERICA,URBANIZACIÓN SAN LUIS DERECHA  CALLE SAN LUIS. IZQUIERDA  CALLE SAN LUIS. FRENTE CALLE SAN LUIS CALLE SAN LUIS URBANIZACION SAN LUIS EL CAFETAL  CASA
201,MIRANDA,BARUTA,LAS MINAS DE BARUTA,UNIDAD EDUCATIVA COLEGIO SANTA ROSA DE LIMA,ESCUELA MUNICIPAL BARBARO RIVAS,BARRIO  LA CAPILLA CALLE EL ROSARIO DERECHA CALLE EL ROSARIO. IZQUIERDA  CALLE EL ROSARIO. FRENTE  CALLE EL ROSARIO AL LADO DEL MODULO DE LA POLICIA MUNICIPAL DE BARUTA EDIFICIO
202,MIRANDA,BARUTA,LAS MINAS DE BARUTA,UNIDAD EDUCATIVA NACIONAL TITO SALAS,ESCUELA MUNICIPAL BARBARO RIVAS,BARRIO  LA CAPILLA CALLE EL ROSARIO DERECHA CALLE EL ROSARIO. IZQUIERDA  CALLE EL ROSARIO. FRENTE  CALLE EL ROSARIO AL LADO DEL MODULO DE LA POLICIA MUNICIPAL DE BARUTA EDIFICIO
203,MIRANDA,BARUTA,LAS MINAS DE BARUTA,COMPLEJO EDUCATIVO COLEGIO AMERICANO,UNIDAD EDUCATIVA ESTADAL ADOLFO NAVAS CORONADO,SECTOR EL RELLENO  DERECHA  CALLE EL RELLENO. IZQUIERDA  CALLE EL RELLENO.  FRENTE  CALLE EL RELLENO SECTOR  EL RELLENO CALLE LA PEDRERA CASA
204,MIRANDA,CARRIZAL,CARRIZAL,CENTRO DE EDUCACIÓN INICIAL MONTAÑA ALTA,UNIDAD EDUCATIVA NACIONAL ANEXO ANDRES BELLO,BARRIO COMUNIDAD BRISAS DE ORIENTE DERECHA CALLE SECTOR  LA CRUZ. FRENTE CALLE PRINCIPAL BRISAS DE ORIENTE  Y MODULO POLICIAL. IZQUIERDA CALLEJÓN CASERIO SECTOR EL MANGO CALLE PRINCIPAL  BRISAS DE ORIENTE  AL LADO DEL MODULO POLICIAL DE CARRIZAL GALPÓN
205,MIRANDA,CARRIZAL,CARRIZAL,CICLO BASICO CARLOS GAUNA,ESCUELA TECNICA AGROPECUARIA CARRIZAL,CASERÍO  VILLA JOSEFINA  FRENTE  CARRETERA CARRIZAL  VIA SAN DIEGO. DERECHA PROLONGACIÓN HACIA LA ANTIGUA FABRICA DE VALVULA. IZQUIERDA SENDERO COMUNIDAD VILLA JOSEFINA KILOMETRO 3 VIA SAN DIEGO CARRIZAL CASA
206,MIRANDA,CHACAO,CHACAO,UNIDAD EDUCATIVA POPULAR COLEGIO SAN IGNACIO DE LOYOLA,ESCUELA BASICA FERNANDO PEÑALVER,"URBANIZACIÓN CAMPO ALEGRE DERECHA AVENIDA EL PARQUE. IZQUIERDA AVENIDA 2DA
TRANSVERSAL. FRENTE AVENIDA  EL PARQUE CERCA DEL CENTRO LIDO EDIFICIO"
207,MIRANDA,CHACAO,CHACAO,COLEGIO SCHONTHAL,UNEFA,"AV. LA ESTANCIA,  CON AV. CARACAS  Y CALLE HOLANDA, EDIF. UNEFA, CHUAO, CARACAS"
208,MIRANDA,EL HATILLO,EL HATILLO,COLEGIO CANIGUA,UNIDAD EDUCATIVA NACIONAL BOLIVARIANA CONOPOIMA,URBANIZACIÓN  LA LAGUNITA DERECHA AVENIDA CENTRAL DE LA LAGUNITA. IZQUIERDA  AVENIDA CENTRAL DE LA AVENIDA  DE LA LAGUNITA.  FRENTE AVENIDA CENTRAL DE LA LAGUNITA  AVENIDA PRINCIPAL  LA LAGUNITA  EL HATILLO  EDIFICIO
209,MIRANDA,BUROZ,MAMPORAL,LA BOTALA LOS ARENALES,CONCENTRACION NACIONAL BASICA 28,"CASERÍO SANTA ROSALIA DERECHA CALLE PRINCIPAL. FRENTE CALLE PRINCIPAL. IZQUIERDA SENDERO  MONTE  VIA MAMPORAL, SAN JOSE RIO CHICO, CASERIO SANTA ROSALIA CASA"
210,MIRANDA,BUROZ,MAMPORAL,VALLE DE MANANTIAL,UNIDAD EDUCATIVA EULALIA SANCHEZ DE CHAMBERLAIN,SECTOR SAN VICENTE DERECHA CALLE SIN NOMBRE. IZQUIERDA  CALLE MIRANDA. FRENTE CALLE PRNCIPAL CALLE PRINCIPAL CASERIO SAN VICENTE EDIFICIO
211,MONAGAS,MATURIN,SANTA CRUZ,CENTRO BOLIVARIANO DE INFORMATICA Y TELEMATICA (CEBIT),JARDIN DE INFANCIA CARIPE,SECTOR LA CRUZ DE LA PALOMA FRENTE CALLE SUCRE. DERECHA PROLONGACIÓN AL CALLEJON SUCRE. IZQUIERDA  CALLEJÓN SUCRE CALLE SUCRE A 50 METROS DE LA ESCUELA BÁSICA CARIPE
212,MONAGAS,MATURIN,SANTA CRUZ,UNIDAD EDUCATIVA JEAN FIRMIN,"PREESCOLAR
SIMONCITO SAMUEL ROBINSON",URBANIZACION LAS CAROLINAS CALLE 2 SECTOR LAS MARIAS ETAPA 1
213,MONAGAS,MATURIN,SAN SIMON,BIBLIOTECA PUBLICA JULIAN PADRON,CENTRO DE EDUCACION INICIAL IRMA SAEZ MERIDA DE GRISANTI,SECTOR LA MURALLA IZQUIERDA AVENIDA BICENTENARIO.  FRENTE AVENIDA BELLA VISTA. DERECHA PROLONGACIÓN AVENIDA  BELLA VISTA COMIENZO DE AVENIDA  BELLA VISTA CERCA  DE LA PLAZA  EL INDIO EDIFICIO
214,MONAGAS,URACOA,CM. URACOA,MEDICATURA RURAL PALOMA DE CHAMBERY,CENTRO DE VOTACION HUGO CHAVEZ FRIA,CASERÍO BOCA DE GUARA FRENTE CARRETERA VIA PRINCIPAL  ISLA DE GUARA. DERECHA CAMINO JUANA LA AVANZADORA.  IZQUIERDA CAMINO VIA PRINCIPAL  ISLA DE GUARA AVENIDA PRINCIPAL BOCA DE GUARA EDIFICIO
215,PORTUGUESA,GUANARITO,CM. GUANARITO,AGUA VERDE LA CHIPOLA,ESCUELA ESTADAL CONCENTRADA NUMERO 131 AGUA VERDE,"CASERÍO AGUA VERDE DERECHA CARRETERA IGLESIA PENTECOSTAL  VIA CANO INDO. IZQUIERDA CARRETERA  VIA EL RUANO Y CANO INDO. FRENTE CARRETERA  VIA CANO INDIO CASERIO AGUA
VERDE CASA"
216,PORTUGUESA,OSPINO,CM. OSPINO,TERESITA HEREDIA,"ESCUELA ESTADAL CONCENTRADA NUMERO 157
LIBERTADOR",BARRIO LIBERTADOR DERECHA CALLE 1. IZQUIERDA CALLE LIBERTADOR.  FRENTE CALLE PRINCIPAL AVENIDA 3 BARRIO LIBERTADOR CASA
217,PORTUGUESA,OSPINO,CM. OSPINO,BRISAS DEL ESTE,ESCUELA BASICA BATALLA DE OSPINO,URBANIZACIÓN GONZALO BARRIO DERECHA CALLE PRINCIPAL. FRENTE CALLE GONZALO BARRIOS. IZQUIERDA  CALLEJÓN INFOCENTRO DIAGONAL  AL INFOCENTRO CASA
218,PORTUGUESA,OSPINO,LA ESTACIÓN,ESCUELA ESTADAL UNITARIA SIN NUMERO,ESCUELA NACIONAL UNITARIA GUACHE DE GARABOTE,"CASERÍO GUACHE  DERECHA CARRETERA PRINCIPAL.
IZQUIERDA  CARRETERA PRINCIPAL. FRENTE CARRETERA PRINCIPAL GUACHE  DE GARABOTE CASA"
219,SUCRE,CRUZ S ACOSTA,MANICUARE,ESCUELA BASICA LA ANGOLETA,"ESCUELA
BOLIVARIANA LAGUNA CHICA","CASERÍO LAGUNA CHICA IZQUIERDA CALLE LA
ESCUELA. FRENTE CARRETERA PRINCIPAL AL LADO DE LA CASA COMUNAL EDIFICIO"
220,TACHIRA,AYACUCHO,CM. COLON,"ESCUELA BÁSICA UNITARIA NÚMERO 16
NER 09 LOS VEGONES","UNIDAD EDUCATIVA CONCENTRADA 62-
73-261 LA SAN JUANA",CASERÍO LA SAN JUANA FRENTE CARRETERA PRINCIPAL. DERECHA VEREDA TANQUE DEL INOS. IZQUIERDA CAMINO TERRENOS BALDIOS AL LADO DE LA PLANTA  DE TRATAMIENTO DE HIDROSUROESTE CASA
221,TACHIRA,AYACUCHO,CM. COLON,UNIDAD EDUCATIVA ESTADAL SAN JUAN BAUTISTA CAÑO DE GUERRA,BASE DE MISIONES CHAVEZ CORAZON DE MI PATRIA,CALLE 5 BARRIO LOS CEDROS
222,TACHIRA,AYACUCHO,RIVAS BERTI,"ESCUELA UNITARIA BOLIVARIANA  NÚMERO
267 NER 069 CAÑO ARENOSO","ESCUELA NACIONAL CONCENTRADA NÚMERO 791 S/N NER
069 MATA DE CURO","SECTOR MATA DE CURO FRENTE CARRETERA PRINCIPAL. DERECHA CAMINO TERRENOS BALDIOS. IZQUIERDA CAMINO TERRENOS BALDIOS A 20
METROS DE LA ALCABALA DEL SECTOR  CASA"
223,TACHIRA,BOLIVAR,CM. SAN ANT DEL TACHIRA,UNIDAD EDUCATIVA MUNICIPAL GRAN MARISCAL DE AYACUCHO,UNIDAD EDUCATIVA ANTONIO MARIA PEREZ DEL REAL,BARRIO OCUMARE  FRENTE CALLE 7. DERECHA CARRERA 2. IZQUIERDA CARRERA 1 A 200 METROS DEL ESTADIO CASA
224,TACHIRA,BOLIVAR,CM. SAN ANT DEL TACHIRA,ESCUELA CAYETANO REDONDO,"UNIDAD EDUCATIVA
COLEGIO DIVINO NIÑO","BARRIO MIRANDA DERECHA CALLE 5. IZQUIERDA
CALLE 4. FRENTE CARRERA 20 A 300 METROS DE LA PLAZA JUVENTUD CASA"
225,TACHIRA,BOLIVAR,CM. SAN ANT DEL TACHIRA,UNIDAD EDUCATIVA NACIONAL BOLÍVAR,"UNIDAD EDUCATIVA
COLEGIO DIVINO NIÑO","BARRIO MIRANDA DERECHA CALLE 5. IZQUIERDA
CALLE 4. FRENTE CARRERA 20 A 300 METROS DE LA PLAZA JUVENTUD CASA"
226,TACHIRA,CAPACHO NUEVO,CM. CAPACHO NUEVO,ESCUELA BOLIVARIANA ESTADO MIRANDA,ESCUELA BOLIVARIANA CERRO DE LA LAGUNA,CASERÍO ALDEA GIRALDOT  FRENTE CARRETERA PRINCIPAL  VIA CERRO DEL CRISTO. IZQUIERDA VEREDA CENTRO DIAGNOSTICO INTEGRAL CERRO DE LA LAGUNA. DERECHA CAMINO CANCHA AL LADO DE LA CANCHA DE LA COMUNIDAD CASA
227,TACHIRA,CAPACHO NUEVO,CM. CAPACHO NUEVO,ESCUELA BOLIVARIANA LA LAJA,ESCUELA BOLIVARIANA PARAMO DE LA LAJA,CASERÍO PARAMO DE LA LAJA FRENTE  CALLE PRINCIPAL DEL CASERÍO. DERECHA CAMINO TERRENOS BALDIOS. IZQUIERDA CAMINO TERRENOS BALDIOS AL LADO DEL CENTRO DE EDUCACION INICIAL  PARAMO DE LA LAJA CASA
228,TACHIRA,CAPACHO NUEVO,CM. CAPACHO NUEVO,UNIDAD EDUCATIVA ESTADAL PADRE CONTRERAS,ESCUELA BOLIVARIANA PARAMO DE LA LAJA,CASERÍO PARAMO DE LA LAJA FRENTE  CALLE PRINCIPAL DEL CASERÍO. DERECHA CAMINO TERRENOS BALDIOS. IZQUIERDA CAMINO TERRENOS BALDIOS AL LADO DEL CENTRO DE EDUCACION INICIAL  PARAMO DE LA LAJA CASA
229,TACHIRA,CARDENAS,LA FLORIDA,"ESCUELA CONCENTRADA MIXTA NACIONAL NÚMERO
2635",ESCUELA BOLIVARIANA URIBANTE,SECTOR LA FLORIDA DERECHA CALLE 3. IZQUIERDA CALLE 2. FRENTE CARRERA 5 DIAGONAL AL AMBULATORIO CASA
230,TACHIRA,JAUREGUI,CM. LA GRITA,ESCUELA BOLIVARIANA NACIONAL PADRE MAYA,UNIVERSIDAD SIMÓN RODRÍGUEZ NUCLEO LA GRITA,"URBANIZACIÓN  LA GRITA, CASCO CENTRAL IZQUIERDA AVENIDA LOS PINOS. FRENTE CARRERA
5. DERECHA PROLONGACIÓN FRANCISCO  DE CACERES DIAGONAL  AL TERMINAL DE PASAJEROS CASA"
231,TACHIRA,JAUREGUI,CM. LA GRITA,"ESCUELA BOLIVARIANA CONCENTRADA MUNICIPAL NÚMERO 16
ESTADAL S/N MESA DEL PALENQUE",UNIDAD EDUCATIVA NACIONAL JOSÉ DANIEL PARRA,CASERÍO BABUQUENA FRENTE CARRETERA PRINCIPAL DEL CASERIO. DERECHA CAMINO VIVIENDA EN CONSTRUCCIÓN. IZQUIERDA CAMINO TERRENOS BALDIOS FRENTE AL AMBULATORIO RURAL DEL CASERÍO CASA
